[ 0.04797258  0.95202742]
[ 0.32679722  0.67320278]
[ 0.22280471  0.77719529]
[ 0.42655046  0.57344954]
[ 0.15415444  0.84584556]
[ 0.14649966  0.85350034]
[ 0.01393433  0.98606567]
[ 0.26294862  0.73705138]
[ 0.38020591  0.61979409]
[ 0.15283926  0.84716074]
[ 0.31010004  0.68989996]
[ 0.29981596  0.70018404]
[ 0.05470158  0.94529842]
[ 0.10787345  0.89212655]
[ 0.19384617  0.80615383]
[ 0.03371052  0.96628948]
[ 0.31822983  0.68177017]
[ 0.06926404  0.93073596]
[ 0.40444584  0.59555416]
[ 0.19514846  0.80485154]
[ 0.20916715  0.79083285]
[ 0.14946748  0.85053252]
[ 0.25374759  0.74625241]
[ 0.24620856  0.75379144]
[ 0.38993781  0.61006219]
[ 0.42089872  0.57910128]
[ 0.47469492  0.52530508]
[ 0.32694663  0.67305337]
[ 0.48875421  0.51124579]
[ 0.3555564  0.6444436]
[ 0.36413695  0.63586305]
[ 0.44697668  0.55302332]
[ 0.50074749  0.49925251]
[ 0.18077028  0.81922972]
[ 0.42053434  0.57946566]
[ 0.36357876  0.63642124]
[ 0.3971301  0.6028699]
[ 0.0423203  0.9576797]
[ 0.42834  0.57166]
[ 0.31348489  0.68651511]
[ 0.41110827  0.58889173]
[ 0.13626855  0.86373145]
[ 0.13642524  0.86357476]
[ 0.2063284  0.7936716]
[ 0.41004658  0.58995342]
[ 0.46406585  0.53593415]
[ 0.48911995  0.51088005]
[ 0.24698806  0.75301194]
[ 0.11370197  0.88629803]
[ 0.17309423  0.82690577]
[ 0.18639608  0.81360392]
[ 0.36291947  0.63708053]
[ 0.38323225  0.61676775]
[ 0.29043323  0.70956677]
[ 0.23377084  0.76622916]
[ 0.21411725  0.78588275]
[ 0.30653761  0.69346239]
[ 0.06408123  0.93591877]
[ 0.00925398  0.99074602]
[ 0.36484756  0.63515244]
[ 0.29468643  0.70531357]
[ 0.16638024  0.83361976]
[ 0.37565997  0.62434003]
[ 0.20834786  0.79165214]
[ 0.31326639  0.68673361]
[ 0.38575078  0.61424922]
[ 0.41540939  0.58459061]
[ 0.09739857  0.90260143]
[ 0.3161446  0.6838554]
[ 0.43800594  0.56199406]
[ 0.27326589  0.72673411]
[ 0.14202724  0.85797276]
[ 0.22349244  0.77650756]
[ 0.48410321  0.51589679]
[ 0.22734942  0.77265058]
[ 0.23596889  0.76403111]
[ 0.14951263  0.85048737]
[ 0.2720337  0.7279663]
[ 0.27148829  0.72851171]
[ 0.34083465  0.65916535]
[ 0.34117599  0.65882401]
[ 0.24401739  0.75598261]
[ 0.27038058  0.72961942]
[ 0.41837094  0.58162906]
[ 0.24664563  0.75335437]
[ 0.31355595  0.68644405]
[ 0.15900305  0.84099695]
[ 0.35181392  0.64818608]
[ 0.15504278  0.84495722]
[ 0.02768438  0.97231562]
[ 0.16227823  0.83772177]
[ 0.21595015  0.78404985]
[ 0.29257176  0.70742824]
[ 0.0570053  0.9429947]
[ 0.11499252  0.88500748]
[ 0.17600852  0.82399148]
[ 0.07294359  0.92705641]
[ 0.208656  0.791344]
[ 0.17547825  0.82452175]
[ 0.38580248  0.61419752]
[ 0.4657324  0.5342676]
[ 0.36970607  0.63029393]
[ 0.45832752  0.54167248]
[ 0.19107334  0.80892666]
[ 0.42327507  0.57672493]
[ 0.46931066  0.53068934]
[ 0.24889684  0.75110316]
[ 0.42940078  0.57059922]
[ 0.1414678  0.8585322]
[ 0.43559021  0.56440979]
[ 0.39680974  0.60319026]
[ 0.34969473  0.65030527]
[ 0.40810548  0.59189452]
[ 0.32189335  0.67810665]
[ 0.08808421  0.91191579]
[ 0.29665186  0.70334814]
[ 0.24092723  0.75907277]
[ 0.10122585  0.89877415]
[ 0.14887776  0.85112224]
[ 0.44553606  0.55446394]
[ 0.12923935  0.87076065]
[ 0.31344219  0.68655781]
[ 0.20221857  0.79778143]
[ 0.24771073  0.75228927]
[ 0.06579971  0.93420029]
[ 0.23188405  0.76811595]
[ 0.02445479  0.97554521]
[ 0.18719846  0.81280154]
[ 0.21399714  0.78600286]
[ 0.04378584  0.95621416]
[ 0.23189783  0.76810217]
[ 0.52710174  0.47289826]
[ 0.41646676  0.58353324]
[ 0.31002692  0.68997308]
[ 0.53096848  0.46903152]
[ 0.34688098  0.65311902]
[ 0.15474264  0.84525736]
[ 0.34752345  0.65247655]
[ 0.45852926  0.54147074]
[ 0.503121  0.496879]
[ 0.16200401  0.83799599]
[ 0.34003456  0.65996544]
[ 0.42468262  0.57531738]
[ 0.20450263  0.79549737]
[ 0.06732736  0.93267264]
[ 0.42689502  0.57310498]
[ 0.48567229  0.51432771]
[ 0.06591982  0.93408018]
[ 0.30364825  0.69635175]
[ 0.32174759  0.67825241]
[ 0.02767135  0.97232865]
[ 0.19568013  0.80431987]
[ 0.03441653  0.96558347]
[ 0.34952632  0.65047368]
[ 0.3949383  0.6050617]
[ 0.41729987  0.58270013]
[ 0.2433313  0.7566687]
[ 0.12312252  0.87687748]
[ 0.2320476  0.7679524]
[ 0.20553763  0.79446237]
[ 0.06697633  0.93302367]
[ 0.5121249  0.4878751]
[ 0.41563791  0.58436209]
[ 0.30257535  0.69742465]
[ 0.40781547  0.59218453]
[ 0.16522724  0.83477276]
[ 0.1680691  0.8319309]
[ 0.18868999  0.81131001]
[ 0.35464481  0.64535519]
[ 0.53379577  0.46620423]
[ 0.50799673  0.49200327]
[ 0.31563072  0.68436928]
[ 0.39352413  0.60647587]
[ 0.06048199  0.93951801]
[ 0.27281599  0.72718401]
[ 0.27565626  0.72434374]
[ 0.27701822  0.72298178]
[ 0.14772147  0.85227853]
[ 0.11186369  0.88813631]
[ 0.13828465  0.86171535]
[ 0.09088717  0.90911283]
[ 0.37332915  0.62667085]
[ 0.3690251  0.6309749]
[ 0.27244202  0.72755798]
[ 0.43537601  0.56462399]
[ 0.265379  0.734621]
[ 0.28779077  0.71220923]
[ 0.23983316  0.76016684]
[ 0.0532471  0.9467529]
[ 0.40451876  0.59548124]
[ 0.50325302  0.49674698]
[ 0.35188476  0.64811524]
[ 0.29698891  0.70301109]
[ 0.21009198  0.78990802]
[ 0.36135924  0.63864076]
[ 0.35299403  0.64700597]
[ 0.13949938  0.86050062]
[ 0.2805715  0.7194285]
[ 0.2076205  0.7923795]
[ 0.08519849  0.91480151]
[ 0.20606016  0.79393984]
[ 0.06143971  0.93856029]
[ 0.35309203  0.64690797]
