[ 0.04291272  0.95708728]
[ 0.32506512  0.67493488]
[ 0.24603149  0.75396851]
[ 0.41534943  0.58465057]
[ 0.15350422  0.84649578]
[ 0.1458803  0.8541197]
[ 0.01436529  0.98563471]
[ 0.26326483  0.73673517]
[ 0.38023085  0.61976915]
[ 0.15212399  0.84787601]
[ 0.3105691  0.6894309]
[ 0.29871853  0.70128147]
[ 0.05714353  0.94285647]
[ 0.10881648  0.89118352]
[ 0.19294437  0.80705563]
[ 0.03349989  0.96650011]
[ 0.31803143  0.68196857]
[ 0.06782038  0.93217962]
[ 0.40374619  0.59625381]
[ 0.19498438  0.80501562]
[ 0.21176035  0.78823965]
[ 0.1379851  0.8620149]
[ 0.25426029  0.74573971]
[ 0.24591076  0.75408924]
[ 0.38980882  0.61019118]
[ 0.42028055  0.57971945]
[ 0.4733253  0.5266747]
[ 0.32715073  0.67284927]
[ 0.48795677  0.51204323]
[ 0.3556181  0.6443819]
[ 0.36372021  0.63627979]
[ 0.4468975  0.5531025]
[ 0.50095778  0.49904222]
[ 0.18998583  0.81001417]
[ 0.40189268  0.59810732]
[ 0.34479805  0.65520195]
[ 0.39730596  0.60269404]
[ 0.05166343  0.94833657]
[ 0.4279846  0.5720154]
[ 0.31295204  0.68704796]
[ 0.41160357  0.58839643]
[ 0.13630578  0.86369422]
[ 0.13611095  0.86388905]
[ 0.20614011  0.79385989]
[ 0.40973807  0.59026193]
[ 0.45983531  0.54016469]
[ 0.48811895  0.51188105]
[ 0.24642044  0.75357956]
[ 0.11184606  0.88815394]
[ 0.17452295  0.82547705]
[ 0.18619525  0.81380475]
[ 0.36464654  0.63535346]
[ 0.38349889  0.61650111]
[ 0.28827702  0.71172298]
[ 0.2341975  0.7658025]
[ 0.2137085  0.7862915]
[ 0.30585522  0.69414478]
[ 0.06337557  0.93662443]
[ 0.0094108  0.9905892]
[ 0.36148869  0.63851131]
[ 0.29467606  0.70532394]
[ 0.16605362  0.83394638]
[ 0.37611025  0.62388975]
[ 0.20747601  0.79252399]
[ 0.31234681  0.68765319]
[ 0.3861586  0.6138414]
[ 0.41463078  0.58536922]
[ 0.09752786  0.90247214]
[ 0.3322069  0.6677931]
[ 0.43792276  0.56207724]
[ 0.27271019  0.72728981]
[ 0.14202189  0.85797811]
[ 0.22327829  0.77672171]
[ 0.48357382  0.51642618]
[ 0.22729358  0.77270642]
[ 0.22653088  0.77346912]
[ 0.14898453  0.85101547]
[ 0.27282657  0.72717343]
[ 0.2705362  0.7294638]
[ 0.34136034  0.65863966]
[ 0.34062287  0.65937713]
[ 0.24458406  0.75541594]
[ 0.27036238  0.72963762]
[ 0.41768354  0.58231646]
[ 0.2454479  0.7545521]
[ 0.40249177  0.59750823]
[ 0.15399103  0.84600897]
[ 0.386778  0.613222]
[ 0.15395654  0.84604346]
[ 0.03711966  0.96288034]
[ 0.1626523  0.8373477]
[ 0.2155607  0.7844393]
[ 0.29320464  0.70679536]
[ 0.05624663  0.94375337]
[ 0.11411636  0.88588364]
[ 0.16879175  0.83120825]
[ 0.07325951  0.92674049]
[ 0.20871573  0.79128427]
[ 0.17554546  0.82445454]
[ 0.37256355  0.62743645]
[ 0.46534101  0.53465899]
[ 0.36957018  0.63042982]
[ 0.45857053  0.54142947]
[ 0.19149821  0.80850179]
[ 0.42265685  0.57734315]
[ 0.47032408  0.52967592]
[ 0.247259  0.752741]
[ 0.42880603  0.57119397]
[ 0.14117801  0.85882199]
[ 0.42528501  0.57471499]
[ 0.39619133  0.60380867]
[ 0.34888688  0.65111312]
[ 0.41544548  0.58455452]
[ 0.33488743  0.66511257]
[ 0.08806408  0.91193592]
[ 0.29634474  0.70365526]
[ 0.24006858  0.75993142]
[ 0.10374473  0.89625527]
[ 0.13846002  0.86153998]
[ 0.44538137  0.55461863]
[ 0.12868722  0.87131278]
[ 0.31188955  0.68811045]
[ 0.20174102  0.79825898]
[ 0.24762127  0.75237873]
[ 0.06553461  0.93446539]
[ 0.36745425  0.63254575]
[ 0.02283329  0.97716671]
[ 0.18722659  0.81277341]
[ 0.21346288  0.78653712]
[ 0.03315533  0.96684467]
[ 0.22665531  0.77334469]
[ 0.52738395  0.47261605]
[ 0.41545856  0.58454144]
[ 0.31053307  0.68946693]
[ 0.53097618  0.46902382]
[ 0.34594338  0.65405662]
[ 0.1560245  0.8439755]
[ 0.34650136  0.65349864]
[ 0.44422694  0.55577306]
[ 0.50304492  0.49695508]
