[ 0.04796861  0.95203139]
[ 0.32624575  0.67375425]
[ 0.24767215  0.75232785]
[ 0.4140774  0.5859226]
[ 0.14881414  0.85118586]
[ 0.14660519  0.85339481]
[ 0.01514104  0.98485896]
[ 0.2634907  0.7365093]
[ 0.38134282  0.61865718]
[ 0.15319951  0.84680049]
[ 0.31155555  0.68844445]
[ 0.29885968  0.70114032]
[ 0.03389016  0.96610984]
[ 0.10878779  0.89121221]
[ 0.19275394  0.80724606]
[ 0.03388002  0.96611998]
[ 0.31845961  0.68154039]
[ 0.06993984  0.93006016]
[ 0.40508486  0.59491514]
[ 0.19518013  0.80481987]
[ 0.21222201  0.78777799]
[ 0.14959687  0.85040313]
[ 0.25534059  0.74465941]
[ 0.24718476  0.75281524]
[ 0.38945739  0.61054261]
[ 0.42095047  0.57904953]
[ 0.47401084  0.52598916]
[ 0.32699579  0.67300421]
[ 0.48826931  0.51173069]
[ 0.35685012  0.64314988]
[ 0.36411842  0.63588158]
[ 0.44639826  0.55360174]
[ 0.50078149  0.49921851]
[ 0.18437086  0.81562914]
[ 0.42040295  0.57959705]
[ 0.3826275  0.6173725]
[ 0.39722688  0.60277312]
[ 0.04030372  0.95969628]
[ 0.42664501  0.57335499]
[ 0.3134986  0.6865014]
[ 0.41220849  0.58779151]
[ 0.13694533  0.86305467]
[ 0.13675907  0.86324093]
[ 0.20708485  0.79291515]
[ 0.41049331  0.58950669]
[ 0.46164951  0.53835049]
[ 0.48878763  0.51121237]
[ 0.24684794  0.75315206]
[ 0.11494194  0.88505806]
[ 0.17318995  0.82681005]
[ 0.18652135  0.81347865]
[ 0.36596547  0.63403453]
[ 0.38566659  0.61433341]
[ 0.2893586  0.7106414]
[ 0.23364699  0.76635301]
[ 0.21402679  0.78597321]
[ 0.30731252  0.69268748]
[ 0.06098927  0.93901073]
[ 0.00940085  0.99059915]
[ 0.29134156  0.70865844]
[ 0.29456382  0.70543618]
[ 0.16711381  0.83288619]
[ 0.37347041  0.62652959]
[ 0.20873803  0.79126197]
[ 0.31382659  0.68617341]
[ 0.38584757  0.61415243]
[ 0.41725286  0.58274714]
[ 0.09763706  0.90236294]
[ 0.33259957  0.66740043]
[ 0.43736565  0.56263435]
[ 0.27315215  0.72684785]
[ 0.14238811  0.85761189]
[ 0.2250806  0.7749194]
[ 0.48372199  0.51627801]
[ 0.22779596  0.77220404]
[ 0.23599005  0.76400995]
[ 0.15036244  0.84963756]
[ 0.27326821  0.72673179]
[ 0.27191776  0.72808224]
[ 0.34120299  0.65879701]
[ 0.34151965  0.65848035]
[ 0.24478023  0.75521977]
[ 0.26994217  0.73005783]
[ 0.41899083  0.58100917]
[ 0.2464463  0.7535537]
[ 0.31458475  0.68541525]
[ 0.14855367  0.85144633]
[ 0.35475341  0.64524659]
[ 0.15362097  0.84637903]
[ 0.03570712  0.96429288]
[ 0.16289914  0.83710086]
[ 0.21631643  0.78368357]
[ 0.29319297  0.70680703]
[ 0.05483173  0.94516827]
[ 0.11510062  0.88489938]
[ 0.17605837  0.82394163]
[ 0.07309282  0.92690718]
[ 0.20745508  0.79254492]
[ 0.17499696  0.82500304]
[ 0.38685776  0.61314224]
[ 0.46581553  0.53418447]
[ 0.3693489  0.6306511]
[ 0.45877473  0.54122527]
[ 0.19132642  0.80867358]
[ 0.42256764  0.57743236]
[ 0.46993106  0.53006894]
[ 0.24721314  0.75278686]
[ 0.42838892  0.57161108]
[ 0.14098112  0.85901888]
[ 0.43526791  0.56473209]
[ 0.39703423  0.60296577]
[ 0.3497294  0.6502706]
[ 0.41912623  0.58087377]
[ 0.33569781  0.66430219]
[ 0.08810025  0.91189975]
[ 0.29665878  0.70334122]
[ 0.24087704  0.75912296]
[ 0.10340845  0.89659155]
[ 0.15101598  0.84898402]
[ 0.44540495  0.55459505]
[ 0.12944208  0.87055792]
[ 0.31371339  0.68628661]
[ 0.20210693  0.79789307]
[ 0.24729636  0.75270364]
[ 0.06543758  0.93456242]
[ 0.22588591  0.77411409]
[ 0.02331542  0.97668458]
[ 0.17976376  0.82023624]
[ 0.2141437  0.7858563]
[ 0.04304287  0.95695713]
[ 0.23096137  0.76903863]
[ 0.52780471  0.47219529]
[ 0.41481769  0.58518231]
[ 0.31079034  0.68920966]
[ 0.53109963  0.46890037]
[ 0.34639402  0.65360598]
[ 0.15416355  0.84583645]
[ 0.34715359  0.65284641]
[ 0.42973741  0.57026259]
[ 0.50340557  0.49659443]
[ 0.17293614  0.82706386]
[ 0.34048761  0.65951239]
[ 0.42501227  0.57498773]
[ 0.20521258  0.79478742]
[ 0.06752063  0.93247937]
[ 0.42357788  0.57642212]
[ 0.48956601  0.51043399]
[ 0.06573818  0.93426182]
[ 0.30358538  0.69641462]
[ 0.32136839  0.67863161]
[ 0.02800858  0.97199142]
[ 0.19544288  0.80455712]
[ 0.03444971  0.96555029]
[ 0.3495597  0.6504403]
[ 0.39598754  0.60401246]
[ 0.41904801  0.58095199]
[ 0.25644375  0.74355625]
[ 0.12480446  0.87519554]
[ 0.23206189  0.76793811]
[ 0.20489663  0.79510337]
[ 0.06676853  0.93323147]
[ 0.51164195  0.48835805]
[ 0.4162463  0.5837537]
[ 0.30217145  0.69782855]
[ 0.40828873  0.59171127]
[ 0.16524274  0.83475726]
[ 0.19466367  0.80533633]
[ 0.18882744  0.81117256]
[ 0.35401064  0.64598936]
[ 0.53356268  0.46643732]
[ 0.50893257  0.49106743]
[ 0.31612675  0.68387325]
[ 0.39570685  0.60429315]
[ 0.06062831  0.93937169]
[ 0.27212811  0.72787189]
[ 0.27550967  0.72449033]
[ 0.27666037  0.72333963]
[ 0.14728444  0.85271556]
[ 0.11623056  0.88376944]
[ 0.1378028  0.8621972]
[ 0.09164022  0.90835978]
[ 0.37365883  0.62634117]
[ 0.36936587  0.63063413]
[ 0.23649022  0.76350978]
[ 0.43704451  0.56295549]
[ 0.26664955  0.73335045]
[ 0.28683225  0.71316775]
[ 0.23956416  0.76043584]
[ 0.05051904  0.94948096]
[ 0.4036663  0.5963337]
[ 0.50381368  0.49618632]
[ 0.37644885  0.62355115]
[ 0.29717394  0.70282606]
[ 0.2097708  0.7902292]
[ 0.35982069  0.64017931]
[ 0.35321435  0.64678565]
[ 0.13955834  0.86044166]
[ 0.27940061  0.72059939]
[ 0.20747276  0.79252724]
[ 0.08466441  0.91533559]
[ 0.21508582  0.78491418]
[ 0.06138138  0.93861862]
[ 0.3525253  0.6474747]
[ 0.22724929  0.77275071]
[ 0.36016969  0.63983031]
[ 0.06670772  0.93329228]
[ 0.35191388  0.64808612]
[ 0.31735908  0.68264092]
[ 0.26825436  0.73174564]
[ 0.17623634  0.82376366]
[ 0.24253629  0.75746371]
[ 0.11458082  0.88541918]
[ 0.08959141  0.91040859]
[ 0.22527791  0.77472209]
[ 0.29439438  0.70560562]
[ 0.19784523  0.80215477]
[ 0.17936349  0.82063651]
[ 0.43213275  0.56786725]
[ 0.06701089  0.93298911]
[ 0.47216785  0.52783215]
[ 0.25498998  0.74501002]
[ 0.10104583  0.89895417]
[ 0.19621575  0.80378425]
[ 0.28033901  0.71966099]
[ 0.32379181  0.67620819]
[ 0.32824177  0.67175823]
[ 0.39532677  0.60467323]
[ 0.10045672  0.89954328]
[ 0.08551666  0.91448334]
[ 0.08917023  0.91082977]
[ 0.38617255  0.61382745]
[ 0.26524059  0.73475941]
[ 0.10027867  0.89972133]
[ 0.21202693  0.78797307]
[ 0.3293771  0.6706229]
[ 0.10595603  0.89404397]
[ 0.39762102  0.60237898]
[ 0.48590217  0.51409783]
[ 0.00680447  0.99319553]
[ 0.35347295  0.64652705]
[ 0.44909601  0.55090399]
[ 0.37966073  0.62033927]
[ 0.41668772  0.58331228]
[ 0.16025818  0.83974182]
[ 0.41236116  0.58763884]
[ 0.16687914  0.83312086]
[ 0.45909042  0.54090958]
[ 0.15323945  0.84676055]
[ 0.13211153  0.86788847]
[ 0.21844669  0.78155331]
[ 0.34679168  0.65320832]
[ 0.49076932  0.50923068]
[ 0.20397148  0.79602852]
[ 0.26632725  0.73367275]
[ 0.20459688  0.79540312]
[ 0.16772063  0.83227937]
[ 0.33712287  0.66287713]
[ 0.22346785  0.77653215]
[ 0.46033745  0.53966255]
[ 0.34638332  0.65361668]
[ 0.45193184  0.54806816]
[ 0.41589563  0.58410437]
[ 0.13942776  0.86057224]
[ 0.07921211  0.92078789]
[ 0.27933953  0.72066047]
[ 0.42974066  0.57025934]
[ 0.11687334  0.88312666]
[ 0.2016389  0.7983611]
[ 0.04822927  0.95177073]
[ 0.1359757  0.8640243]
[ 0.10321224  0.89678776]
[ 0.24977125  0.75022875]
[ 0.50834624  0.49165376]
[ 0.30386265  0.69613735]
[ 0.48740026  0.51259974]
[ 0.04263615  0.95736385]
[ 0.45958522  0.54041478]
[ 0.37904141  0.62095859]
[ 0.16243924  0.83756076]
[ 0.20664  0.79336]
[ 0.3425514  0.6574486]
[ 0.41304149  0.58695851]
[ 0.34242583  0.65757417]
[ 0.51946787  0.48053213]
[ 0.40277707  0.59722293]
[ 0.11939728  0.88060272]
[ 0.26783707  0.73216293]
[ 0.14933164  0.85066836]
[ 0.35521944  0.64478056]
[ 0.31361381  0.68638619]
[ 0.13905287  0.86094713]
[ 0.13950511  0.86049489]
[ 0.13601423  0.86398577]
[ 0.32643987  0.67356013]
[ 0.13388188  0.86611812]
[ 0.02933758  0.97066242]
[ 0.14439209  0.85560791]
[ 0.16992314  0.83007686]
[ 0.2547832  0.7452168]
[ 0.36002843  0.63997157]
[ 0.21139969  0.78860031]
[ 0.33692588  0.66307412]
[ 0.02030927  0.97969073]
[ 0.40472223  0.59527777]
[ 0.13544324  0.86455676]
[ 0.40488823  0.59511177]
[ 0.18395343  0.81604657]
[ 0.12496859  0.87503141]
[ 0.41049857  0.58950143]
[ 0.26416913  0.73583087]
[ 0.13003305  0.86996695]
[ 0.02903165  0.97096835]
[ 0.09996058  0.90003942]
[ 0.16111245  0.83888755]
[ 0.23773579  0.76226421]
[ 0.05416857  0.94583143]
[ 0.48729235  0.51270765]
[ 0.18483846  0.81516154]
[ 0.53271576  0.46728424]
[ 0.31833749  0.68166251]
[ 0.34654473  0.65345527]
[ 0.30178304  0.69821696]
[ 0.36478994  0.63521006]
[ 0.31003803  0.68996197]
[ 0.18965553  0.81034447]
[ 0.08957726  0.91042274]
[ 0.34072296  0.65927704]
[ 0.19438716  0.80561284]
[ 0.44472119  0.55527881]
[ 0.05921353  0.94078647]
[ 0.29460956  0.70539044]
[ 0.09901366  0.90098634]
[ 0.3656577  0.6343423]
[ 0.22886128  0.77113872]
[ 0.30463974  0.69536026]
[ 0.25574498  0.74425502]
[ 0.32490733  0.67509267]
[ 0.23317858  0.76682142]
[ 0.04417466  0.95582534]
[ 0.1559881  0.8440119]
[ 0.39666668  0.60333332]
[ 0.07439968  0.92560032]
[ 0.02903372  0.97096628]
[ 0.14355764  0.85644236]
[ 0.1698581  0.8301419]
[ 0.178871  0.821129]
[ 0.07910507  0.92089493]
[ 0.40887416  0.59112584]
[ 0.37615178  0.62384822]
[ 0.2456209  0.7543791]
[ 0.33717231  0.66282769]
[ 0.20165108  0.79834892]
[ 0.29303481  0.70696519]
[ 0.24570261  0.75429739]
[ 0.22974983  0.77025017]
[ 0.37207475  0.62792525]
[ 0.3338142  0.6661858]
[ 0.20655559  0.79344441]
[ 0.45695641  0.54304359]
[ 0.24178637  0.75821363]
[ 0.22826316  0.77173684]
[ 0.28254304  0.71745696]
[ 0.08002276  0.91997724]
[ 0.42232695  0.57767305]
[ 0.36442518  0.63557482]
[ 0.18985821  0.81014179]
[ 0.28695481  0.71304519]
[ 0.38458504  0.61541496]
[ 0.42894449  0.57105551]
[ 0.33906896  0.66093104]
[ 0.31042296  0.68957704]
[ 0.28644625  0.71355375]
[ 0.14511654  0.85488346]
[ 0.0826637  0.9173363]
[ 0.45558752  0.54441248]
[ 0.52530029  0.47469971]
[ 0.42090866  0.57909134]
[ 0.28270989  0.71729011]
[ 0.0874189  0.9125811]
[ 0.33624353  0.66375647]
[ 0.14847372  0.85152628]
[ 0.25798184  0.74201816]
[ 0.13342461  0.86657539]
[ 0.42545774  0.57454226]
[ 0.20429007  0.79570993]
[ 0.49579535  0.50420465]
[ 0.07230634  0.92769366]
[ 0.29091222  0.70908778]
[ 0.09609537  0.90390463]
[ 0.27617747  0.72382253]
[ 0.19022693  0.80977307]
[ 0.08795903  0.91204097]
[ 0.36147648  0.63852352]
[ 0.18294012  0.81705988]
[ 0.25795921  0.74204079]
[ 0.47547106  0.52452894]
[ 0.14857851  0.85142149]
[ 0.22360477  0.77639523]
[ 0.34894415  0.65105585]
[ 0.46621304  0.53378696]
[ 0.21445265  0.78554735]
[ 0.27403505  0.72596495]
[ 0.30314189  0.69685811]
[ 0.34920224  0.65079776]
[ 0.01040153  0.98959847]
[ 0.05579374  0.94420626]
[ 0.30874501  0.69125499]
[ 0.41316525  0.58683475]
[ 0.0902379  0.9097621]
[ 0.34533291  0.65466709]
[ 0.42177406  0.57822594]
[ 0.43978758  0.56021242]
[ 0.37768013  0.62231987]
[ 0.38544293  0.61455707]
[ 0.41699204  0.58300796]
[ 0.02047145  0.97952855]
[ 0.20398653  0.79601347]
[ 0.07135839  0.92864161]
[ 0.33733406  0.66266594]
[ 0.36765194  0.63234806]
[ 0.22704367  0.77295633]
[ 0.39256999  0.60743001]
[ 0.39919576  0.60080424]
[ 0.165057  0.834943]
[ 0.20342683  0.79657317]
[ 0.32494275  0.67505725]
[ 0.48553556  0.51446444]
[ 0.33166785  0.66833215]
[ 0.14171244  0.85828756]
[ 0.38639092  0.61360908]
[ 0.53040967  0.46959033]
[ 0.31500271  0.68499729]
[ 0.26534212  0.73465788]
[ 0.2028116  0.7971884]
[ 0.10874837  0.89125163]
[ 0.34196273  0.65803727]
[ 0.12326153  0.87673847]
[ 0.44520758  0.55479242]
[ 0.48339672  0.51660328]
[ 0.31038597  0.68961403]
[ 0.48848192  0.51151808]
[ 0.40847513  0.59152487]
[ 0.25918222  0.74081778]
[ 0.35149195  0.64850805]
[ 0.05387563  0.94612437]
[ 0.34717872  0.65282128]
[ 0.23900812  0.76099188]
[ 0.17122484  0.82877516]
[ 0.30715674  0.69284326]
[ 0.03966462  0.96033538]
[ 0.21385426  0.78614574]
[ 0.12462658  0.87537342]
[ 0.2865882  0.7134118]
[ 0.23736467  0.76263533]
[ 0.36553605  0.63446395]
[ 0.31034638  0.68965362]
[ 0.02542422  0.97457578]
[ 0.13584975  0.86415025]
[ 0.30067448  0.69932552]
[ 0.37135994  0.62864006]
[ 0.35260968  0.64739032]
[ 0.24006599  0.75993401]
[ 0.17997245  0.82002755]
[ 0.34916048  0.65083952]
[ 0.37544389  0.62455611]
[ 0.26356268  0.73643732]
[ 0.36242476  0.63757524]
[ 0.14898573  0.85101427]
[ 0.4054348  0.5945652]
[ 0.41603336  0.58396664]
[ 0.09830814  0.90169186]
[ 0.04539472  0.95460528]
[ 0.39889047  0.60110953]
[ 0.01608957  0.98391043]
[ 0.15653768  0.84346232]
[ 0.41713806  0.58286194]
[ 0.39278649  0.60721351]
[ 0.17304367  0.82695633]
[ 0.16112622  0.83887378]
[ 0.3643108  0.6356892]
[ 0.33890212  0.66109788]
[ 0.47070738  0.52929262]
[ 0.2955686  0.7044314]
[ 0.15079031  0.84920969]
[ 0.35252693  0.64747307]
[ 0.28183249  0.71816751]
[ 0.11559055  0.88440945]
[ 0.3481424  0.6518576]
[ 0.35121983  0.64878017]
[ 0.16127097  0.83872903]
[ 0.25485387  0.74514613]
[ 0.21850554  0.78149446]
[ 0.10655768  0.89344232]
[ 0.26056277  0.73943723]
[ 0.06596826  0.93403174]
[ 0.12828234  0.87171766]
[ 0.32086437  0.67913563]
[ 0.2795081  0.7204919]
[ 0.17090989  0.82909011]
[ 0.25387155  0.74612845]
[ 0.46726777  0.53273223]
[ 0.3632435  0.6367565]
[ 0.02155854  0.97844146]
[ 0.34044267  0.65955733]
[ 0.26414264  0.73585736]
[ 0.09222573  0.90777427]
[ 0.27679926  0.72320074]
[ 0.23482073  0.76517927]
[ 0.17672582  0.82327418]
[ 0.41929456  0.58070544]
[ 0.36806018  0.63193982]
[ 0.40094709  0.59905291]
[ 0.41681388  0.58318612]
[ 0.17083451  0.82916549]
[ 0.3572727  0.6427273]
[ 0.44461473  0.55538527]
[ 0.35864443  0.64135557]
[ 0.35186611  0.64813389]
[ 0.25036386  0.74963614]
[ 0.37637405  0.62362595]
[ 0.39397502  0.60602498]
[ 0.33275561  0.66724439]
[ 0.23134756  0.76865244]
[ 0.11332688  0.88667312]
[ 0.44873923  0.55126077]
[ 0.22223506  0.77776494]
[ 0.15697225  0.84302775]
[ 0.32644491  0.67355509]
[ 0.42045704  0.57954296]
[ 0.43041699  0.56958301]
[ 0.26636502  0.73363498]
[ 0.0345582  0.9654418]
[ 0.18523213  0.81476787]
[ 0.3019424  0.6980576]
[ 0.12000956  0.87999044]
[ 0.12909412  0.87090588]
[ 0.2468046  0.7531954]
[ 0.29234252  0.70765748]
[ 0.31982402  0.68017598]
[ 0.48942267  0.51057733]
[ 0.27144327  0.72855673]
[ 0.3771056  0.6228944]
[ 0.41875298  0.58124702]
[ 0.38549673  0.61450327]
[ 0.35703508  0.64296492]
[ 0.19821295  0.80178705]
[ 0.41002173  0.58997827]
[ 0.09271732  0.90728268]
[ 0.49294299  0.50705701]
[ 0.3250839  0.6749161]
[ 0.02326432  0.97673568]
[ 0.54905742  0.45094258]
[ 0.20295241  0.79704759]
[ 0.40774134  0.59225866]
[ 0.3909638  0.6090362]
[ 0.1840773  0.8159227]
[ 0.30234702  0.69765298]
[ 0.48532135  0.51467865]
[ 0.22519229  0.77480771]
[ 0.32329778  0.67670222]
[ 0.24180777  0.75819223]
[ 0.05491565  0.94508435]
[ 0.43394831  0.56605169]
[ 0.52059833  0.47940167]
[ 0.37740185  0.62259815]
[ 0.25340537  0.74659463]
[ 0.0974723  0.9025277]
[ 0.2076621  0.7923379]
[ 0.39706676  0.60293324]
[ 0.26482854  0.73517146]
[ 0.42230033  0.57769967]
[ 0.29336636  0.70663364]
[ 0.52496637  0.47503363]
[ 0.29821112  0.70178888]
[ 0.0522059  0.9477941]
[ 0.45713035  0.54286965]
[ 0.22326656  0.77673344]
[ 0.22184389  0.77815611]
[ 0.36458493  0.63541507]
