[ 0.04998634  0.95001366]
[ 0.32501939  0.67498061]
[ 0.24678771  0.75321229]
[ 0.43084133  0.56915867]
[ 0.15093313  0.84906687]
[ 0.14489664  0.85510336]
[ 0.01463783  0.98536217]
[ 0.26258658  0.73741342]
[ 0.38076974  0.61923026]
[ 0.15069219  0.84930781]
[ 0.31006121  0.68993879]
[ 0.29848357  0.70151643]
[ 0.0441774  0.9558226]
[ 0.10809321  0.89190679]
[ 0.19312612  0.80687388]
[ 0.03362886  0.96637114]
[ 0.31861644  0.68138356]
[ 0.0683642  0.9316358]
[ 0.40406751  0.59593249]
[ 0.1950756  0.8049244]
[ 0.20339249  0.79660751]
[ 0.14972045  0.85027955]
[ 0.25432652  0.74567348]
[ 0.24689655  0.75310345]
[ 0.39014001  0.60985999]
[ 0.42073503  0.57926497]
[ 0.47434148  0.52565852]
[ 0.32685197  0.67314803]
[ 0.48879121  0.51120879]
[ 0.35570489  0.64429511]
[ 0.36359328  0.63640672]
[ 0.44654631  0.55345369]
[ 0.50056559  0.49943441]
[ 0.19100265  0.80899735]
[ 0.41899484  0.58100516]
[ 0.34425282  0.65574718]
[ 0.38613161  0.61386839]
[ 0.04955105  0.95044895]
[ 0.42658831  0.57341169]
[ 0.31323758  0.68676242]
[ 0.41069599  0.58930401]
[ 0.13643791  0.86356209]
[ 0.13636282  0.86363718]
[ 0.20673584  0.79326416]
[ 0.40991396  0.59008604]
[ 0.45687142  0.54312858]
[ 0.48860873  0.51139127]
[ 0.24613594  0.75386406]
[ 0.11146344  0.88853656]
[ 0.17475117  0.82524883]
[ 0.18613106  0.81386894]
[ 0.36350271  0.63649729]
[ 0.38506529  0.61493471]
[ 0.28168995  0.71831005]
[ 0.23382963  0.76617037]
[ 0.21315599  0.78684401]
[ 0.30668966  0.69331034]
[ 0.06372624  0.93627376]
[ 0.00917087  0.99082913]
[ 0.40861966  0.59138034]
[ 0.29482526  0.70517474]
[ 0.1655007  0.8344993]
[ 0.37447349  0.62552651]
[ 0.20998311  0.79001689]
[ 0.31285829  0.68714171]
[ 0.38538801  0.61461199]
[ 0.41460764  0.58539236]
[ 0.09755475  0.90244525]
[ 0.32377705  0.67622295]
[ 0.43773241  0.56226759]
[ 0.272532  0.727468]
[ 0.14260836  0.85739164]
[ 0.22372136  0.77627864]
[ 0.48385967  0.51614033]
[ 0.22694218  0.77305782]
[ 0.22682037  0.77317963]
[ 0.14914749  0.85085251]
[ 0.27330605  0.72669395]
[ 0.27019172  0.72980828]
[ 0.34134494  0.65865506]
[ 0.34176853  0.65823147]
[ 0.24405059  0.75594941]
[ 0.2672062  0.7327938]
[ 0.41836362  0.58163638]
[ 0.24594868  0.75405132]
[ 0.39111494  0.60888506]
[ 0.1581694  0.8418306]
[ 0.34023434  0.65976566]
[ 0.15322316  0.84677684]
[ 0.03058712  0.96941288]
[ 0.16214499  0.83785501]
[ 0.21299848  0.78700152]
[ 0.29329411  0.70670589]
[ 0.05697934  0.94302066]
[ 0.11526904  0.88473096]
[ 0.17006653  0.82993347]
[ 0.07235656  0.92764344]
[ 0.20887063  0.79112937]
[ 0.17491679  0.82508321]
[ 0.38661559  0.61338441]
[ 0.46592305  0.53407695]
[ 0.36888329  0.63111671]
[ 0.45886301  0.54113699]
[ 0.19156159  0.80843841]
[ 0.4226414  0.5773586]
[ 0.46916408  0.53083592]
[ 0.24735477  0.75264523]
[ 0.42860871  0.57139129]
[ 0.1414763  0.8585237]
[ 0.43497499  0.56502501]
[ 0.39672099  0.60327901]
[ 0.35028894  0.64971106]
[ 0.41627258  0.58372742]
[ 0.32141641  0.67858359]
[ 0.08786867  0.91213133]
[ 0.29604435  0.70395565]
[ 0.24065696  0.75934304]
[ 0.10341757  0.89658243]
[ 0.14672455  0.85327545]
[ 0.44543516  0.55456484]
[ 0.12890248  0.87109752]
[ 0.31393357  0.68606643]
[ 0.20202734  0.79797266]
[ 0.24700482  0.75299518]
[ 0.06579893  0.93420107]
[ 0.30785834  0.69214166]
[ 0.02277032  0.97722968]
[ 0.1928431  0.8071569]
[ 0.21502493  0.78497507]
[ 0.04170671  0.95829329]
[ 0.22733066  0.77266934]
[ 0.52762026  0.47237974]
[ 0.41496793  0.58503207]
[ 0.31149947  0.68850053]
[ 0.53079058  0.46920942]
[ 0.34652337  0.65347663]
[ 0.15344219  0.84655781]
[ 0.34809403  0.65190597]
[ 0.45938248  0.54061752]
[ 0.50323388  0.49676612]
[ 0.17303052  0.82696948]
[ 0.34071621  0.65928379]
[ 0.42475565  0.57524435]
[ 0.20668711  0.79331289]
[ 0.06714586  0.93285414]
[ 0.42398784  0.57601216]
[ 0.48804762  0.51195238]
[ 0.0657683  0.9342317]
[ 0.30286253  0.69713747]
[ 0.32122518  0.67877482]
[ 0.02814897  0.97185103]
[ 0.19718751  0.80281249]
[ 0.03453529  0.96546471]
[ 0.34911902  0.65088098]
[ 0.39569542  0.60430458]
[ 0.41831656  0.58168344]
[ 0.26323368  0.73676632]
[ 0.12417063  0.87582937]
[ 0.2327823  0.7672177]
[ 0.20440323  0.79559677]
[ 0.06704314  0.93295686]
[ 0.51121507  0.48878493]
[ 0.41660529  0.58339471]
[ 0.29024556  0.70975444]
[ 0.40871796  0.59128204]
[ 0.16386523  0.83613477]
[ 0.02832868  0.97167132]
[ 0.18859371  0.81140629]
[ 0.35369936  0.64630064]
[ 0.53339401  0.46660599]
[ 0.50865189  0.49134811]
[ 0.31668244  0.68331756]
[ 0.39589023  0.60410977]
[ 0.0606146  0.9393854]
[ 0.27251844  0.72748156]
[ 0.27472533  0.72527467]
[ 0.2765401  0.7234599]
[ 0.14787004  0.85212996]
[ 0.11214388  0.88785612]
[ 0.13847543  0.86152457]
[ 0.09187154  0.90812846]
[ 0.37356881  0.62643119]
[ 0.36893421  0.63106579]
[ 0.25965247  0.74034753]
[ 0.43687331  0.56312669]
[ 0.26171826  0.73828174]
[ 0.28780752  0.71219248]
[ 0.2404877  0.7595123]
