[ 0.04767533  0.95232467]
[ 0.32571309  0.67428691]
[ 0.24842374  0.75157626]
[ 0.42441479  0.57558521]
[ 0.15585896  0.84414104]
[ 0.14616403  0.85383597]
[ 0.01447236  0.98552764]
[ 0.26301519  0.73698481]
[ 0.38118451  0.61881549]
[ 0.1534186  0.8465814]
[ 0.31242155  0.68757845]
[ 0.30064789  0.69935211]
[ 0.0348138  0.9651862]
[ 0.10827082  0.89172918]
[ 0.18498196  0.81501804]
[ 0.0339439  0.9660561]
[ 0.31919806  0.68080194]
[ 0.06821223  0.93178777]
[ 0.40380241  0.59619759]
[ 0.19517103  0.80482897]
[ 0.20811685  0.79188315]
[ 0.15059652  0.84940348]
[ 0.25522086  0.74477914]
[ 0.24669835  0.75330165]
[ 0.39646372  0.60353628]
[ 0.42032648  0.57967352]
[ 0.4744608  0.5255392]
[ 0.32675048  0.67324952]
[ 0.48805459  0.51194541]
[ 0.35558324  0.64441676]
[ 0.36440318  0.63559682]
[ 0.44673836  0.55326164]
[ 0.50062757  0.49937243]
[ 0.18618818  0.81381182]
[ 0.41977837  0.58022163]
[ 0.23778181  0.76221819]
[ 0.39727878  0.60272122]
[ 0.05712465  0.94287535]
[ 0.4288253  0.5711747]
[ 0.31259845  0.68740155]
[ 0.41165323  0.58834677]
[ 0.13688732  0.86311268]
[ 0.13650113  0.86349887]
[ 0.20637397  0.79362603]
[ 0.41007478  0.58992522]
[ 0.45563462  0.54436538]
[ 0.48824972  0.51175028]
[ 0.2468971  0.7531029]
[ 0.11285005  0.88714995]
[ 0.1748216  0.8251784]
[ 0.1863477  0.8136523]
[ 0.36509956  0.63490044]
[ 0.38466029  0.61533971]
[ 0.29038876  0.70961124]
[ 0.23462848  0.76537152]
[ 0.21041967  0.78958033]
[ 0.30727176  0.69272824]
[ 0.06520302  0.93479698]
[ 0.00924923  0.99075077]
[ 0.329864  0.670136]
[ 0.29464414  0.70535586]
[ 0.16651619  0.83348381]
[ 0.37478326  0.62521674]
[ 0.21082573  0.78917427]
[ 0.31278617  0.68721383]
[ 0.3848761  0.6151239]
[ 0.41664241  0.58335759]
[ 0.09728906  0.90271094]
[ 0.33281482  0.66718518]
[ 0.43750808  0.56249192]
[ 0.27264025  0.72735975]
[ 0.14229299  0.85770701]
[ 0.2251285  0.7748715]
[ 0.48364499  0.51635501]
[ 0.22675103  0.77324897]
[ 0.22881325  0.77118675]
[ 0.15049372  0.84950628]
[ 0.27269635  0.72730365]
[ 0.27216316  0.72783684]
[ 0.34108979  0.65891021]
[ 0.34149318  0.65850682]
[ 0.24392166  0.75607834]
[ 0.27020692  0.72979308]
[ 0.4186197  0.5813803]
[ 0.24637385  0.75362615]
[ 0.39046184  0.60953816]
[ 0.15852755  0.84147245]
[ 0.35729726  0.64270274]
[ 0.15485666  0.84514334]
[ 0.03488367  0.96511633]
[ 0.16240851  0.83759149]
[ 0.21610605  0.78389395]
[ 0.29345714  0.70654286]
[ 0.05819791  0.94180209]
[ 0.1120858  0.8879142]
[ 0.16995989  0.83004011]
[ 0.07356377  0.92643623]
[ 0.20833394  0.79166606]
[ 0.17588419  0.82411581]
[ 0.38536293  0.61463707]
