[0.05758905 0.94241095]
[0.32932173 0.67067827]
[0.25290131 0.74709869]
[0.46571677 0.53428323]
[0.16189263 0.83810737]
[0.15776092 0.84223908]
[0.02298273 0.97701727]
[0.26604618 0.73395382]
[0.38641065 0.61358935]
[0.16237835 0.83762165]
[0.32219777 0.67780223]
[0.30505523 0.69494477]
[0.03326501 0.96673499]
[0.1157781 0.8842219]
[0.19612746 0.80387254]
[0.03700242 0.96299758]
[0.31730897 0.68269103]
[0.07864785 0.92135215]
[0.4055428 0.5944572]
[0.19625667 0.80374333]
[0.21408344 0.78591656]
[0.15295453 0.84704547]
[0.26322812 0.73677188]
[0.25524423 0.74475577]
[0.39416107 0.60583893]
[0.42239294 0.57760706]
[0.47412511 0.52587489]
[0.33053589 0.66946411]
[0.48952488 0.51047512]
[0.35782994 0.64217006]
[0.37218436 0.62781564]
[0.44833033 0.55166967]
[0.49949126 0.50050874]
[0.19587654 0.80412346]
[0.42112198 0.57887802]
[0.40750038 0.59249962]
[0.39839426 0.60160574]
[0.07250233 0.92749767]
[0.43396678 0.56603322]
[0.31130858 0.68869142]
[0.41440949 0.58559051]
[0.14304644 0.85695356]
[0.14193898 0.85806102]
[0.21142397 0.78857603]
[0.41234282 0.58765718]
[0.47541203 0.52458797]
[0.49158063 0.50841937]
[0.25222828 0.74777172]
[0.12221525 0.87778475]
[0.17848495 0.82151505]
[0.18798584 0.81201416]
[0.37137737 0.62862263]
[0.39156811 0.60843189]
[0.29240319 0.70759681]
[0.23761632 0.76238368]
[0.2177689 0.7822311]
[0.31022193 0.68977807]
[0.07082913 0.92917087]
[0.01250771 0.98749229]
[0.30459909 0.69540091]
[0.29712872 0.70287128]
[0.16946972 0.83053028]
[0.3766813 0.6233187]
[0.21182054 0.78817946]
[0.31791846 0.68208154]
[0.38402684 0.61597316]
[0.42351109 0.57648891]
[0.0977024 0.9022976]
[0.30231471 0.69768529]
[0.44023959 0.55976041]
[0.27529668 0.72470332]
[0.14660877 0.85339123]
[0.23018826 0.76981174]
[0.48491029 0.51508971]
[0.23157341 0.76842659]
[0.24949779 0.75050221]
[0.1549127 0.8450873]
[0.27528372 0.72471628]
[0.28560925 0.71439075]
[0.34256432 0.65743568]
[0.34059212 0.65940788]
[0.24841315 0.75158685]
[0.27422124 0.72577876]
[0.42276249 0.57723751]
[0.25642031 0.74357969]
[0.44043821 0.55956179]
[0.16561937 0.83438063]
[0.35349691 0.64650309]
[0.16064773 0.83935227]
[0.03767838 0.96232162]
[0.1678141 0.8321859]
[0.21908106 0.78091894]
[0.29309841 0.70690159]
[0.06672933 0.93327067]
[0.11948376 0.88051624]
[0.18583321 0.81416679]
[0.07674842 0.92325158]
[0.20817324 0.79182676]
[0.18149244 0.81850756]
[0.38629128 0.61370872]
[0.46121653 0.53878347]
[0.36709168 0.63290832]
[0.45912593 0.54087407]
[0.19231369 0.80768631]
[0.42317801 0.57682199]
[0.47260451 0.52739549]
[0.2478802 0.7521198]
[0.43058211 0.56941789]
[0.14562974 0.85437026]
[0.43724841 0.56275159]
[0.39178238 0.60821762]
[0.35197353 0.64802647]
[0.43672622 0.56327378]
[0.35529729 0.64470271]
[0.09207109 0.90792891]
[0.2995543 0.7004457]
[0.24659134 0.75340866]
[0.11783909 0.88216091]
[0.17634579 0.82365421]
[0.44434086 0.55565914]
[0.13307405 0.86692595]
[0.31787694 0.68212306]
[0.20904098 0.79095902]
[0.24817466 0.75182534]
[0.06853125 0.93146875]
[0.39722835 0.60277165]
[0.02544373 0.97455627]
[0.20423631 0.79576369]
[0.21655156 0.78344844]
[0.05683045 0.94316955]
[0.23520654 0.76479346]
[0.53032702 0.46967298]
[0.41561927 0.58438073]
[0.31045029 0.68954971]
[0.53085213 0.46914787]
[0.35029061 0.64970939]
[0.16311338 0.83688662]
[0.35285954 0.64714046]
[0.45836058 0.54163942]
[0.50502836 0.49497164]
[0.1761978 0.8238022]
[0.34374115 0.65625885]
[0.42772956 0.57227044]
[0.21245484 0.78754516]
[0.0723462 0.9276538]
[0.42575074 0.57424926]
[0.50008044 0.49991956]
[0.06812071 0.93187929]
[0.30354434 0.69645566]
[0.32262155 0.67737845]
[0.03390708 0.96609292]
[0.1641888 0.8358112]
[0.03480055 0.96519945]
[0.35504994 0.64495006]
[0.39759101 0.60240899]
[0.42144996 0.57855004]
[0.27283999 0.72716001]
[0.13253302 0.86746698]
[0.26652645 0.73347355]
[0.21517559 0.78482441]
[0.06692713 0.93307287]
[0.51112983 0.48887017]
[0.41564394 0.58435606]
[0.30743816 0.69256184]
[0.40955677 0.59044323]
[0.16658916 0.83341084]
[0.2233613 0.7766387]
[0.19079485 0.80920515]
[0.35583537 0.64416463]
[0.5375706 0.4624294]
[0.50937814 0.49062186]
[0.31689181 0.68310819]
[0.40108871 0.59891129]
[0.06787709 0.93212291]
[0.27269365 0.72730635]
[0.28032996 0.71967004]
[0.27939351 0.72060649]
[0.15274189 0.84725811]
[0.12043955 0.87956045]
[0.14075538 0.85924462]
[0.08417846 0.91582154]
[0.37489334 0.62510666]
[0.37029354 0.62970646]
[0.27237288 0.72762712]
[0.43964076 0.56035924]
[0.26202018 0.73797982]
[0.29168408 0.70831592]
[0.22970109 0.77029891]
[0.06026788 0.93973212]
[0.40490748 0.59509252]
[0.50528599 0.49471401]
[0.38905056 0.61094944]
[0.29767287 0.70232713]
[0.21389034 0.78610966]
[0.3651827 0.6348173]
[0.35537008 0.64462992]
[0.14386683 0.85613317]
[0.2848255 0.7151745]
[0.20946876 0.79053124]
[0.09215087 0.90784913]
[0.22039861 0.77960139]
[0.06154748 0.93845252]
[0.35268861 0.64731139]
[0.23629255 0.76370745]
[0.35802113 0.64197887]
[0.06533913 0.93466087]
[0.35845499 0.64154501]
[0.32010329 0.67989671]
[0.2671673 0.7328327]
[0.18299113 0.81700887]
[0.24433032 0.75566968]
[0.11507525 0.88492475]
[0.09580295 0.90419705]
[0.24374049 0.75625951]
[0.29986629 0.70013371]
[0.20485517 0.79514483]
[0.18056738 0.81943262]
[0.43535646 0.56464354]
[0.06730141 0.93269859]
[0.47280495 0.52719505]
[0.25937457 0.74062543]
[0.10116199 0.89883801]
[0.19574143 0.80425857]
[0.28231113 0.71768887]
[0.33183228 0.66816772]
[0.32994604 0.67005396]
[0.39736344 0.60263656]
[0.10146377 0.89853623]
[0.087174 0.912826]
[0.09443233 0.90556767]
[0.38766165 0.61233835]
[0.27115683 0.72884317]
[0.11066895 0.88933105]
[0.22656058 0.77343942]
[0.34052517 0.65947483]
[0.10956908 0.89043092]
[0.40560409 0.59439591]
[0.48443908 0.51556092]
[0.00899875 0.99100125]
[0.36109497 0.63890503]
[0.45326276 0.54673724]
[0.56273726 0.43726274]
[0.42056653 0.57943347]
[0.1610953 0.8389047]
[0.41276184 0.58723816]
[0.17764868 0.82235132]
[0.46063763 0.53936237]
[0.15734623 0.84265377]
[0.14365577 0.85634423]
[0.22880106 0.77119894]
[0.35121227 0.64878773]
[0.493585 0.506415]
[0.21096551 0.78903449]
[0.26656455 0.73343545]
[0.18085005 0.81914995]
[0.19455621 0.80544379]
[0.33533069 0.66466931]
[0.22940404 0.77059596]
[0.46090167 0.53909833]
[0.35864752 0.64135248]
[0.45729651 0.54270349]
[0.40939624 0.59060376]
[0.14865308 0.85134692]
[0.08987695 0.91012305]
[0.2787009 0.7212991]
[0.43244863 0.56755137]
[0.12699163 0.87300837]
[0.19998558 0.80001442]
[0.05317433 0.94682567]
[0.15601398 0.84398602]
[0.10847454 0.89152546]
[0.25538088 0.74461912]
[0.50973449 0.49026551]
[0.30894695 0.69105305]
[0.4868258 0.5131742]
[0.0469014 0.9530986]
[0.45918692 0.54081308]
[0.38460878 0.61539122]
[0.17888787 0.82111213]
[0.22063759 0.77936241]
[0.34236121 0.65763879]
[0.41380491 0.58619509]
[0.35698853 0.64301147]
[0.52126253 0.47873747]
[0.40461038 0.59538962]
[0.23240412 0.76759588]
[0.27492288 0.72507712]
[0.17408642 0.82591358]
[0.35682337 0.64317663]
[0.31588712 0.68411288]
[0.14687987 0.85312013]
[0.14994404 0.85005596]
[0.14115488 0.85884512]
[0.33204295 0.66795705]
[0.14205723 0.85794277]
[0.03242585 0.96757415]
[0.14921636 0.85078364]
[0.17693488 0.82306512]
[0.2600373 0.7399627]
[0.37813301 0.62186699]
[0.21410115 0.78589885]
[0.33437144 0.66562856]
[0.02318772 0.97681228]
[0.40192378 0.59807622]
[0.14362145 0.85637855]
[0.40573512 0.59426488]
[0.18846841 0.81153159]
[0.13793673 0.86206327]
[0.41404811 0.58595189]
[0.25076695 0.74923305]
[0.13839722 0.86160278]
[0.04111817 0.95888183]
[0.10446763 0.89553237]
[0.16555736 0.83444264]
[0.24464739 0.75535261]
[0.05618939 0.94381061]
[0.48936612 0.51063388]
[0.19259505 0.80740495]
[0.52958371 0.47041629]
[0.31185608 0.68814392]
[0.35491821 0.64508179]
[0.30800907 0.69199093]
[0.36846328 0.63153672]
[0.33448259 0.66551741]
[0.19383949 0.80616051]
[0.09463299 0.90536701]
[0.34815224 0.65184776]
[0.20058657 0.79941343]
[0.44630076 0.55369924]
[0.0668341 0.9331659]
[0.30319694 0.69680306]
[0.10696257 0.89303743]
[0.36894338 0.63105662]
[0.24025877 0.75974123]
[0.30826703 0.69173297]
[0.24474789 0.75525211]
[0.32806621 0.67193379]
[0.24060679 0.75939321]
[0.05476705 0.94523295]
[0.15849861 0.84150139]
[0.39229845 0.60770155]
[0.0901302 0.9098698]
[0.03310868 0.96689132]
[0.16067757 0.83932243]
[0.178606 0.821394]
[0.18291672 0.81708328]
[0.07769994 0.92230006]
[0.41148905 0.58851095]
[0.37809949 0.62190051]
