[ 0.04848615  0.95151385]
[ 0.32495344  0.67504656]
[ 0.24886208  0.75113792]
[ 0.41378323  0.58621677]
[ 0.15479567  0.84520433]
[ 0.14667724  0.85332276]
[ 0.01549962  0.98450038]
[ 0.26350255  0.73649745]
[ 0.38089973  0.61910027]
[ 0.15245379  0.84754621]
[ 0.31318496  0.68681504]
[ 0.30023733  0.69976267]
[ 0.03945132  0.96054868]
[ 0.10813259  0.89186741]
[ 0.19207085  0.80792915]
[ 0.0338964  0.9661036]
[ 0.31891341  0.68108659]
[ 0.06954881  0.93045119]
[ 0.40419332  0.59580668]
[ 0.19491708  0.80508292]
[ 0.20793907  0.79206093]
[ 0.15017133  0.84982867]
[ 0.25465883  0.74534117]
[ 0.24685322  0.75314678]
[ 0.38975001  0.61024999]
[ 0.4206066  0.5793934]
[ 0.47480848  0.52519152]
[ 0.32656163  0.67343837]
[ 0.48877847  0.51122153]
[ 0.35566074  0.64433926]
[ 0.36322436  0.63677564]
[ 0.4463846  0.5536154]
[ 0.50054881  0.49945119]
[ 0.18972609  0.81027391]
[ 0.42080519  0.57919481]
[ 0.30596417  0.69403583]
[ 0.39728261  0.60271739]
[ 0.04514492  0.95485508]
[ 0.4271144  0.5728856]
[ 0.31304883  0.68695117]
[ 0.41145809  0.58854191]
[ 0.13642916  0.86357084]
[ 0.13602887  0.86397113]
[ 0.20617444  0.79382556]
[ 0.40977393  0.59022607]
[ 0.46379293  0.53620707]
[ 0.48911425  0.51088575]
[ 0.24630336  0.75369664]
[ 0.11496447  0.88503553]
[ 0.17401846  0.82598154]
[ 0.18633139  0.81366861]
[ 0.36456774  0.63543226]
[ 0.38430368  0.61569632]
[ 0.2899433  0.7100567]
[ 0.23350628  0.76649372]
[ 0.21374596  0.78625404]
[ 0.30665448  0.69334552]
[ 0.06509523  0.93490477]
[ 0.00921291  0.99078709]
[ 0.32757689  0.67242311]
[ 0.29380107  0.70619893]
[ 0.16647681  0.83352319]
[ 0.37592452  0.62407548]
[ 0.21111924  0.78888076]
[ 0.31381888  0.68618112]
[ 0.38550365  0.61449635]
[ 0.4141822  0.5858178]
[ 0.09781257  0.90218743]
[ 0.32273656  0.67726344]
[ 0.4378002  0.5621998]
[ 0.27257755  0.72742245]
[ 0.14188162  0.85811838]
[ 0.22479382  0.77520618]
[ 0.48419199  0.51580801]
[ 0.22765189  0.77234811]
[ 0.23280575  0.76719425]
[ 0.1496279  0.8503721]
[ 0.27393194  0.72606806]
[ 0.27224953  0.72775047]
[ 0.34095157  0.65904843]
[ 0.34130298  0.65869702]
[ 0.23600466  0.76399534]
[ 0.27024503  0.72975497]
[ 0.4192116  0.5807884]
[ 0.24404456  0.75595544]
[ 0.39158958  0.60841042]
[ 0.15850417  0.84149583]
[ 0.36250848  0.63749152]
