[0.05735614 0.94264386]
[0.3268951 0.6731049]
[0.25150148 0.74849852]
[0.47029271 0.52970729]
[0.16176303 0.83823697]
[0.15688054 0.84311946]
[0.02256968 0.97743032]
[0.26565999 0.73434001]
[0.38972612 0.61027388]
[0.16369063 0.83630937]
[0.32210685 0.67789315]
[0.30619856 0.69380144]
[0.03061759 0.96938241]
[0.11675255 0.88324745]
[0.1961787 0.8038213]
[0.03094256 0.96905744]
[0.31813576 0.68186424]
[0.07971785 0.92028215]
[0.40640531 0.59359469]
[0.19667514 0.80332486]
[0.22893649 0.77106351]
[0.15292641 0.84707359]
[0.26490252 0.73509748]
[0.2551108 0.7448892]
[0.39404095 0.60595905]
[0.42230509 0.57769491]
[0.47426378 0.52573622]
[0.33124556 0.66875444]
[0.4900875 0.5099125]
[0.35874652 0.64125348]
[0.37250567 0.62749433]
[0.44871798 0.55128202]
[0.49998194 0.50001806]
[0.1947824 0.8052176]
[0.42080752 0.57919248]
[0.40409759 0.59590241]
[0.39828858 0.60171142]
[0.07246287 0.92753713]
[0.43200178 0.56799822]
[0.31147067 0.68852933]
[0.41563357 0.58436643]
[0.1428908 0.8571092]
[0.14365265 0.85634735]
[0.21136656 0.78863344]
[0.41257916 0.58742084]
[0.47439412 0.52560588]
[0.49052314 0.50947686]
[0.25305677 0.74694323]
[0.12089892 0.87910108]
[0.17725936 0.82274064]
[0.18865292 0.81134708]
[0.37103534 0.62896466]
[0.39026111 0.60973889]
[0.29138342 0.70861658]
[0.2387241 0.7612759]
[0.21886449 0.78113551]
[0.3107098 0.6892902]
[0.07027137 0.92972863]
[0.01266613 0.98733387]
[0.25885725 0.74114275]
[0.29717283 0.70282717]
[0.1728972 0.8271028]
[0.379254 0.620746]
[0.21503608 0.78496392]
[0.31957313 0.68042687]
[0.38405685 0.61594315]
[0.42323519 0.57676481]
[0.09805879 0.90194121]
[0.30341154 0.69658846]
[0.44066548 0.55933452]
[0.27532379 0.72467621]
[0.14704029 0.85295971]
[0.23126015 0.76873985]
[0.48401622 0.51598378]
[0.23107315 0.76892685]
