[0.05408553 0.94591447]
[0.32852878 0.67147122]
[0.25005175 0.74994825]
[0.46248225 0.53751775]
[0.15998591 0.84001409]
[0.15553515 0.84446485]
[0.02211446 0.97788554]
[0.26486846 0.73513154]
[0.38470216 0.61529784]
[0.16504489 0.83495511]
[0.31982604 0.68017396]
[0.30639954 0.69360046]
[0.03401962 0.96598038]
[0.11633386 0.88366614]
[0.19593494 0.80406506]
[0.03712141 0.96287859]
[0.31752506 0.68247494]
[0.07763288 0.92236712]
[0.40519221 0.59480779]
[0.19670129 0.80329871]
[0.21465273 0.78534727]
[0.15254588 0.84745412]
[0.26383208 0.73616792]
[0.255353 0.744647]
[0.39471711 0.60528289]
[0.42166541 0.57833459]
[0.47387739 0.52612261]
[0.33153228 0.66846772]
[0.48963035 0.51036965]
[0.35899317 0.64100683]
[0.37246088 0.62753912]
[0.44936318 0.55063682]
[0.49954788 0.50045212]
[0.19721575 0.80278425]
[0.42027636 0.57972364]
[0.40524513 0.59475487]
[0.39850749 0.60149251]
[0.073243 0.926757]
[0.43561088 0.56438912]
[0.31098032 0.68901968]
[0.41295322 0.58704678]
[0.14188845 0.85811155]
[0.14296731 0.85703269]
[0.21107914 0.78892086]
[0.41253446 0.58746554]
[0.47522163 0.52477837]
[0.49139136 0.50860864]
[0.25271324 0.74728676]
[0.12125968 0.87874032]
[0.17867074 0.82132926]
[0.18800003 0.81199997]
[0.37286986 0.62713014]
[0.38913105 0.61086895]
[0.29274646 0.70725354]
[0.23747866 0.76252134]
[0.21824985 0.78175015]
[0.31045609 0.68954391]
[0.07151318 0.92848682]
[0.01263144 0.98736856]
[0.29041141 0.70958859]
[0.29721942 0.70278058]
[0.1732705 0.8267295]
[0.37954537 0.62045463]
[0.21100877 0.78899123]
[0.31798225 0.68201775]
[0.38451849 0.61548151]
[0.42430712 0.57569288]
[0.09802552 0.90197448]
[0.30409388 0.69590612]
[0.44071477 0.55928523]
[0.27644321 0.72355679]
[0.14523152 0.85476848]
[0.22939135 0.77060865]
[0.48443233 0.51556767]
[0.23289133 0.76710867]
[0.24540641 0.75459359]
[0.15447378 0.84552622]
[0.27444297 0.72555703]
[0.25245978 0.74754022]
[0.34311225 0.65688775]
[0.34076266 0.65923734]
[0.24777498 0.75222502]
[0.27214209 0.72785791]
[0.42347791 0.57652209]
[0.25677696 0.74322304]
[0.46764255 0.53235745]
[0.16446449 0.83553551]
[0.34632497 0.65367503]
[0.16215903 0.83784097]
[0.029394 0.970606]
[0.16842713 0.83157287]
[0.21970634 0.78029366]
[0.29284053 0.70715947]
[0.06716922 0.93283078]
[0.12071621 0.87928379]
[0.18400387 0.81599613]
[0.07747544 0.92252456]
[0.20890508 0.79109492]
[0.17980103 0.82019897]
[0.38764658 0.61235342]
[0.46711736 0.53288264]
[0.36669242 0.63330758]
[0.45952878 0.54047122]
[0.19176091 0.80823909]
[0.42376007 0.57623993]
[0.47190694 0.52809306]
[0.24738442 0.75261558]
[0.4308063 0.5691937]
[0.14439099 0.85560901]
[0.43761353 0.56238647]
[0.39195604 0.60804396]
[0.35304825 0.64695175]
[0.4214185 0.5785815]
[0.33866478 0.66133522]
[0.09275305 0.90724695]
[0.29973154 0.70026846]
[0.24757405 0.75242595]
[0.11480883 0.88519117]
[0.17868614 0.82131386]
[0.44438809 0.55561191]
