[ 0.04739026  0.95260974]
[ 0.32517114  0.67482886]
[ 0.24897179  0.75102821]
[ 0.42606043  0.57393957]
[ 0.15351688  0.84648312]
[ 0.14634408  0.85365592]
[ 0.01502145  0.98497855]
[ 0.2631971  0.7368029]
[ 0.381921  0.618079]
[ 0.15259738  0.84740262]
[ 0.31059587  0.68940413]
[ 0.29890572  0.70109428]
[ 0.02726141  0.97273859]
[ 0.10857447  0.89142553]
[ 0.19304178  0.80695822]
[ 0.03389377  0.96610623]
[ 0.31894134  0.68105866]
[ 0.069525  0.930475]
[ 0.40399041  0.59600959]
[ 0.19487952  0.80512048]
[ 0.20162175  0.79837825]
[ 0.15022568  0.84977432]
[ 0.25510075  0.74489925]
[ 0.24689266  0.75310734]
[ 0.39043347  0.60956653]
[ 0.42104626  0.57895374]
[ 0.47422543  0.52577457]
[ 0.32661791  0.67338209]
[ 0.48847545  0.51152455]
[ 0.35609854  0.64390146]
[ 0.36400986  0.63599014]
[ 0.44684346  0.55315654]
[ 0.5003599  0.4996401]
[ 0.19136698  0.80863302]
[ 0.41969173  0.58030827]
[ 0.36597819  0.63402181]
[ 0.39696017  0.60303983]
[ 0.04983905  0.95016095]
[ 0.42539087  0.57460913]
[ 0.31271389  0.68728611]
[ 0.41140851  0.58859149]
[ 0.13691437  0.86308563]
[ 0.1363688  0.8636312]
[ 0.20680601  0.79319399]
[ 0.41065851  0.58934149]
[ 0.45883889  0.54116111]
[ 0.48820697  0.51179303]
[ 0.24669085  0.75330915]
[ 0.11394995  0.88605005]
[ 0.17376307  0.82623693]
[ 0.18615684  0.81384316]
[ 0.36543206  0.63456794]
[ 0.38432571  0.61567429]
[ 0.28967896  0.71032104]
[ 0.23445039  0.76554961]
[ 0.21390888  0.78609112]
[ 0.30719737  0.69280263]
[ 0.0606789  0.9393211]
[ 0.0095498  0.9904502]
[ 0.32991135  0.67008865]
[ 0.29511741  0.70488259]
[ 0.16627495  0.83372505]
[ 0.37425569  0.62574431]
[ 0.21055253  0.78944747]
[ 0.31321937  0.68678063]
[ 0.3856091  0.6143909]
[ 0.41669907  0.58330093]
[ 0.09783229  0.90216771]
[ 0.32367982  0.67632018]
[ 0.43771702  0.56228298]
[ 0.27304335  0.72695665]
[ 0.14250925  0.85749075]
[ 0.22409185  0.77590815]
[ 0.48316243  0.51683757]
[ 0.22794694  0.77205306]
[ 0.23532274  0.76467726]
[ 0.14946326  0.85053674]
[ 0.27309675  0.72690325]
[ 0.26997562  0.73002438]
[ 0.34145979  0.65854021]
[ 0.34123179  0.65876821]
[ 0.24373032  0.75626968]
[ 0.27059007  0.72940993]
[ 0.41834477  0.58165523]
[ 0.24577988  0.75422012]
[ 0.3928796  0.6071204]
[ 0.15823391  0.84176609]
[ 0.34835915  0.65164085]
[ 0.15495115  0.84504885]
[ 0.04358855  0.95641145]
[ 0.16170492  0.83829508]
[ 0.21475687  0.78524313]
[ 0.29322411  0.70677589]
[ 0.05684233  0.94315767]
[ 0.11507525  0.88492475]
[ 0.17507437  0.82492563]
[ 0.07292992  0.92707008]
[ 0.20840711  0.79159289]
[ 0.17517417  0.82482583]
[ 0.38540879  0.61459121]
[ 0.46577463  0.53422537]
[ 0.36926538  0.63073462]
[ 0.45883434  0.54116566]
[ 0.19083779  0.80916221]
[ 0.42254286  0.57745714]
[ 0.46745069  0.53254931]
[ 0.24707003  0.75292997]
[ 0.42807601  0.57192399]
[ 0.14162844  0.85837156]
[ 0.43506257  0.56493743]
[ 0.39733004  0.60266996]
[ 0.3491993  0.6508007]
[ 0.41908129  0.58091871]
[ 0.34314823  0.65685177]
[ 0.08746734  0.91253266]
[ 0.29663259  0.70336741]
[ 0.24052048  0.75947952]
[ 0.1023615  0.8976385]
[ 0.15968871  0.84031129]
[ 0.44563521  0.55436479]
[ 0.1289849  0.8710151]
[ 0.31163119  0.68836881]
[ 0.20156941  0.79843059]
[ 0.24783225  0.75216775]
[ 0.06531203  0.93468797]
[ 0.28189028  0.71810972]
[ 0.02335396  0.97664604]
[ 0.17976168  0.82023832]
[ 0.21404165  0.78595835]
[ 0.02379404  0.97620596]
[ 0.22887768  0.77112232]
[ 0.52728017  0.47271983]
[ 0.41574715  0.58425285]
[ 0.31022132  0.68977868]
[ 0.53101136  0.46898864]
[ 0.34631436  0.65368564]
[ 0.15463604  0.84536396]
[ 0.34735117  0.65264883]
[ 0.44957876  0.55042124]
[ 0.50304644  0.49695356]
[ 0.1729935  0.8270065]
[ 0.34029436  0.65970564]
[ 0.42462616  0.57537384]
[ 0.20548428  0.79451572]
[ 0.06839923  0.93160077]
[ 0.41793377  0.58206623]
[ 0.48606052  0.51393948]
[ 0.0659342  0.9340658]
[ 0.30298205  0.69701795]
[ 0.32156506  0.67843494]
[ 0.02811673  0.97188327]
[ 0.19243829  0.80756171]
[ 0.03454414  0.96545586]
[ 0.35027089  0.64972911]
[ 0.39592548  0.60407452]
[ 0.41799178  0.58200822]
[ 0.26229769  0.73770231]
[ 0.12523624  0.87476376]
[ 0.23206446  0.76793554]
[ 0.20477257  0.79522743]
[ 0.06687336  0.93312664]
[ 0.51213609  0.48786391]
[ 0.4160532  0.5839468]
[ 0.30180806  0.69819194]
[ 0.40751033  0.59248967]
[ 0.16491965  0.83508035]
[ 0.19895654  0.80104346]
[ 0.18863893  0.81136107]
[ 0.35450033  0.64549967]
[ 0.53370763  0.46629237]
[ 0.50831003  0.49168997]
[ 0.31629142  0.68370858]
[ 0.39463675  0.60536325]
[ 0.05940611  0.94059389]
[ 0.20805799  0.79194201]
[ 0.27544327  0.72455673]
[ 0.27737385  0.72262615]
[ 0.148151  0.851849]
[ 0.11400993  0.88599007]
[ 0.13720337  0.86279663]
[ 0.09193144  0.90806856]
[ 0.37397929  0.62602071]
[ 0.36937059  0.63062941]
[ 0.26862852  0.73137148]
[ 0.43586524  0.56413476]
[ 0.26628795  0.73371205]
[ 0.28774251  0.71225749]
[ 0.23996426  0.76003574]
[ 0.05212397  0.94787603]
[ 0.40405185  0.59594815]
[ 0.50298806  0.49701194]
[ 0.37662498  0.62337502]
[ 0.29759949  0.70240051]
[ 0.21069665  0.78930335]
[ 0.3601902  0.6398098]
[ 0.35236577  0.64763423]
[ 0.13995384  0.86004616]
[ 0.2808121  0.7191879]
[ 0.20742019  0.79257981]
[ 0.08561912  0.91438088]
[ 0.21381768  0.78618232]
[ 0.06145769  0.93854231]
[ 0.35255206  0.64744794]
