[0.05292935 0.94707065]
[0.32839602 0.67160398]
[0.25154548 0.74845452]
[0.46774262 0.53225738]
[0.1612065 0.8387935]
[0.15661776 0.84338224]
[0.02168463 0.97831537]
[0.26532977 0.73467023]
[0.38515565 0.61484435]
[0.16135301 0.83864699]
[0.32151907 0.67848093]
[0.30570814 0.69429186]
[0.0341701 0.9658299]
[0.11627163 0.88372837]
[0.19609696 0.80390304]
[0.03705782 0.96294218]
[0.31758911 0.68241089]
[0.07769187 0.92230813]
[0.40587938 0.59412062]
[0.19611932 0.80388068]
[0.22709637 0.77290363]
[0.13934782 0.86065218]
[0.26450004 0.73549996]
[0.25578727 0.74421273]
[0.39495103 0.60504897]
[0.42205814 0.57794186]
[0.4742979 0.5257021]
[0.3305785 0.6694215]
[0.48986766 0.51013234]
[0.35869816 0.64130184]
[0.37268956 0.62731044]
[0.44894706 0.55105294]
[0.50010555 0.49989445]
[0.19472238 0.80527762]
[0.42135574 0.57864426]
[0.41112409 0.58887591]
[0.39782336 0.60217664]
[0.07472902 0.92527098]
[0.43100205 0.56899795]
[0.31209817 0.68790183]
[0.41476872 0.58523128]
[0.14230673 0.85769327]
[0.1435941 0.8564059]
[0.21098373 0.78901627]
[0.41204568 0.58795432]
[0.4719452 0.5280548]
[0.4910996 0.5089004]
[0.2521925 0.7478075]
[0.12038372 0.87961628]
[0.17804009 0.82195991]
[0.18818313 0.81181687]
[0.37110533 0.62889467]
[0.39153933 0.60846067]
[0.29131075 0.70868925]
[0.23793522 0.76206478]
[0.21812646 0.78187354]
[0.30995005 0.69004995]
[0.07130841 0.92869159]
[0.01261147 0.98738853]
[0.27591625 0.72408375]
[0.29705927 0.70294073]
[0.17247921 0.82752079]
[0.37914966 0.62085034]
[0.21229857 0.78770143]
[0.31872323 0.68127677]
[0.3841469 0.6158531]
[0.42162869 0.57837131]
[0.09809556 0.90190444]
[0.30449485 0.69550515]
[0.44055138 0.55944862]
[0.27685048 0.72314952]
[0.14633115 0.85366885]
[0.22922877 0.77077123]
[0.48525849 0.51474151]
[0.23124516 0.76875484]
[0.24719976 0.75280024]
[0.15430919 0.84569081]
[0.27289621 0.72710379]
[0.285939 0.714061]
[0.3425032 0.6574968]
[0.34061784 0.65938216]
[0.24774879 0.75225121]
[0.27375935 0.72624065]
[0.4237914 0.5762086]
[0.2549525 0.7450475]
[0.44956905 0.55043095]
[0.16221699 0.83778301]
[0.35012442 0.64987558]
[0.16143646 0.83856354]
[0.03008865 0.96991135]
[0.16692031 0.83307969]
[0.22343507 0.77656493]
[0.29408063 0.70591937]
[0.06772158 0.93227842]
[0.12068762 0.87931238]
[0.18426083 0.81573917]
[0.07648147 0.92351853]
[0.20974113 0.79025887]
[0.17965427 0.82034573]
[0.38520624 0.61479376]
[0.46639297 0.53360703]
[0.36749378 0.63250622]
[0.45960812 0.54039188]
[0.19210081 0.80789919]
[0.42405686 0.57594314]
[0.47263578 0.52736422]
[0.24817896 0.75182104]
[0.4311708 0.5688292]
[0.14582877 0.85417123]
[0.4380436 0.5619564]
[0.39210416 0.60789584]
[0.3522961 0.6477039]
[0.41856338 0.58143662]
[0.33880335 0.66119665]
[0.09159721 0.90840279]
[0.29210844 0.70789156]
[0.24638477 0.75361523]
[0.11960156 0.88039844]
[0.17810665 0.82189335]
[0.4443945 0.5556055]
[0.13282536 0.86717464]
[0.31941553 0.68058447]
[0.20864787 0.79135213]
[0.24744535 0.75255465]
[0.06655092 0.93344908]
[0.40717264 0.59282736]
[0.02551146 0.97448854]
[0.20077446 0.79922554]
[0.2176525 0.7823475]
[0.05701954 0.94298046]
[0.23465318 0.76534682]
[0.5310922 0.4689078]
[0.416369 0.583631]
[0.31175039 0.68824961]
[0.53039192 0.46960808]
[0.35229939 0.64770061]
[0.16344204 0.83655796]
[0.35252223 0.64747777]
