[0.05672282 0.94327718]
[0.32894793 0.67105207]
[0.25164748 0.74835252]
[0.46188409 0.53811591]
[0.16300088 0.83699912]
[0.15622327 0.84377673]
[0.0215102 0.9784898]
[0.23629116 0.76370884]
[0.38778247 0.61221753]
[0.16128551 0.83871449]
[0.32264043 0.67735957]
[0.30748037 0.69251963]
[0.04464583 0.95535417]
[0.11643587 0.88356413]
[0.19662713 0.80337287]
[0.03684194 0.96315806]
[0.31807733 0.68192267]
[0.07975939 0.92024061]
[0.40583754 0.59416246]
[0.1968551 0.8031449]
[0.21564633 0.78435367]
[0.14474655 0.85525345]
[0.26481447 0.73518553]
[0.25474938 0.74525062]
[0.39450188 0.60549812]
[0.42196832 0.57803168]
[0.47358988 0.52641012]
[0.33143293 0.66856707]
[0.48983534 0.51016466]
[0.3648809 0.6351191]
[0.37225832 0.62774168]
[0.4494196 0.5505804]
[0.49976317 0.50023683]
[0.19583899 0.80416101]
[0.42101146 0.57898854]
[0.40676245 0.59323755]
[0.39896893 0.60103107]
[0.07197277 0.92802723]
[0.43384699 0.56615301]
[0.31120088 0.68879912]
[0.41465527 0.58534473]
[0.14261593 0.85738407]
[0.14391649 0.85608351]
[0.21179842 0.78820158]
[0.41241887 0.58758113]
[0.47565807 0.52434193]
[0.49023321 0.50976679]
[0.25217214 0.74782786]
[0.12084369 0.87915631]
[0.17729071 0.82270929]
[0.18794576 0.81205424]
[0.37119228 0.62880772]
[0.39068852 0.60931148]
[0.29117706 0.70882294]
[0.23785513 0.76214487]
[0.21914684 0.78085316]
[0.31051854 0.68948146]
[0.07116624 0.92883376]
[0.01243431 0.98756569]
[0.35488413 0.64511587]
[0.29680038 0.70319962]
[0.17269594 0.82730406]
[0.37883296 0.62116704]
[0.21205256 0.78794744]
[0.31744105 0.68255895]
[0.38325115 0.61674885]
[0.42180261 0.57819739]
[0.09820999 0.90179001]
[0.30464093 0.69535907]
[0.44128741 0.55871259]
[0.27599836 0.72400164]
[0.14580841 0.85419159]
[0.22945752 0.77054248]
[0.48385703 0.51614297]
[0.23200325 0.76799675]
[0.24290539 0.75709461]
[0.15500665 0.84499335]
[0.2742384 0.7257616]
[0.28574326 0.71425674]
[0.34318881 0.65681119]
[0.34072279 0.65927721]
[0.24715517 0.75284483]
[0.27361581 0.72638419]
[0.4243334 0.5756666]
[0.25358363 0.74641637]
[0.46918201 0.53081799]
[0.1647288 0.8352712]
[0.34603471 0.65396529]
[0.16261087 0.83738913]
[0.0356932 0.9643068]
[0.16751453 0.83248547]
[0.2222803 0.7777197]
[0.29232779 0.70767221]
[0.06663833 0.93336167]
[0.11738587 0.88261413]
[0.17918578 0.82081422]
[0.07680445 0.92319555]
[0.20942761 0.79057239]
[0.1793156 0.8206844]
[0.38475462 0.61524538]
[0.467405 0.532595]
[0.36743171 0.63256829]
[0.46068602 0.53931398]
[0.19309239 0.80690761]
[0.4237952 0.5762048]
[0.47299354 0.52700646]
[0.24695057 0.75304943]
[0.43110438 0.56889562]
[0.14385915 0.85614085]
[0.42627724 0.57372276]
[0.39212557 0.60787443]
[0.35134398 0.64865602]
[0.42154417 0.57845583]
[0.35105244 0.64894756]
[0.09181574 0.90818426]
[0.2997255 0.7002745]
[0.24677297 0.75322703]
[0.11575308 0.88424692]
[0.17672993 0.82327007]
[0.44488013 0.55511987]
[0.13189955 0.86810045]
[0.31919538 0.68080462]
[0.20883108 0.79116892]
[0.24790408 0.75209592]
[0.06851866 0.93148134]
[0.42809217 0.57190783]
[0.02505327 0.97494673]
[0.2034741 0.7965259]
[0.21582368 0.78417632]
[0.06656697 0.93343303]
[0.23524588 0.76475412]
[0.53055182 0.46944818]
[0.41574558 0.58425442]
[0.31087685 0.68912315]
[0.53068663 0.46931337]
[0.35291451 0.64708549]
[0.16175932 0.83824068]
[0.3521581 0.6478419]
[0.45918058 0.54081942]
[0.50498141 0.49501859]
[0.17634101 0.82365899]
[0.34346976 0.65653024]
[0.42788375 0.57211625]
[0.21127373 0.78872627]
[0.08824971 0.91175029]
[0.38526376 0.61473624]
[0.50037787 0.49962213]
[0.06816411 0.93183589]
[0.30484536 0.69515464]
[0.3219591 0.6780409]
[0.03297607 0.96702393]
[0.18970283 0.81029717]
[0.03482549 0.96517451]
[0.3547991 0.6452009]
[0.39754168 0.60245832]
[0.42231934 0.57768066]
[0.28127922 0.71872078]
[0.13330083 0.86669917]
[0.23765132 0.76234868]
[0.2148343 0.7851657]
[0.06696137 0.93303863]
[0.51129158 0.48870842]
[0.41492822 0.58507178]
[0.30568966 0.69431034]
[0.41034122 0.58965878]
[0.17552848 0.82447152]
[0.21971133 0.78028867]
[0.19080637 0.80919363]
[0.35646694 0.64353306]
[0.5361394 0.4638606]
[0.50899012 0.49100988]
[0.31724685 0.68275315]
[0.40126376 0.59873624]
[0.06784782 0.93215218]
[0.27395288 0.72604712]
[0.28007582 0.71992418]
[0.27939901 0.72060099]
[0.15283997 0.84716003]
[0.11766245 0.88233755]
[0.14149328 0.85850672]
[0.0849789 0.9150211]
[0.37470082 0.62529918]
[0.36918215 0.63081785]
[0.26231256 0.73768744]
[0.44000539 0.55999461]
[0.2638788 0.7361212]
[0.29218002 0.70781998]
[0.24503811 0.75496189]
[0.06045631 0.93954369]
[0.40523288 0.59476712]
[0.50629915 0.49370085]
[0.38869607 0.61130393]
[0.29962203 0.70037797]
[0.20998435 0.79001565]
[0.36332859 0.63667141]
[0.35393245 0.64606755]
[0.13576624 0.86423376]
[0.28425924 0.71574076]
[0.21152124 0.78847876]
[0.09208091 0.90791909]
[0.22057705 0.77942295]
[0.06161708 0.93838292]
[0.35367833 0.64632167]
[0.23710271 0.76289729]
[0.35814392 0.64185608]
[0.0658715 0.9341285]
[0.35468668 0.64531332]
[0.31955538 0.68044462]
[0.22629984 0.77370016]
[0.18374069 0.81625931]
[0.2445392 0.7554608]
[0.11520985 0.88479015]
[0.0945828 0.9054172]
[0.24190317 0.75809683]
[0.29754738 0.70245262]
[0.20650844 0.79349156]
[0.17963442 0.82036558]
[0.43448656 0.56551344]
[0.06812554 0.93187446]
[0.47276137 0.52723863]
[0.26008835 0.73991165]
[0.10349973 0.89650027]
[0.19753997 0.80246003]
[0.28263105 0.71736895]
[0.33277775 0.66722225]
[0.33125644 0.66874356]
[0.39723387 0.60276613]
[0.10186405 0.89813595]
[0.08602605 0.91397395]
[0.09357935 0.90642065]
[0.3879308 0.6120692]
[0.27078737 0.72921263]
[0.10966993 0.89033007]
[0.22557461 0.77442539]
[0.33863122 0.66136878]
[0.10935237 0.89064763]
[0.4070465 0.5929535]
[0.48496109 0.51503891]
[0.0089278 0.9910722]
[0.36302722 0.63697278]
[0.45438733 0.54561267]
[0.55846038 0.44153962]
[0.4205213 0.5794787]
[0.16638232 0.83361768]
[0.41318555 0.58681445]
[0.17274119 0.82725881]
[0.45951226 0.54048774]
[0.15590178 0.84409822]
[0.14563774 0.85436226]
[0.22388339 0.77611661]
[0.35160403 0.64839597]
[0.49667811 0.50332189]
[0.21095759 0.78904241]
[0.26720037 0.73279963]
[0.20427209 0.79572791]
[0.19303685 0.80696315]
[0.3366059 0.6633941]
[0.22971304 0.77028696]
[0.46156041 0.53843959]
[0.35484089 0.64515911]
[0.4583563 0.5416437]
[0.41744487 0.58255513]
[0.14886066 0.85113934]
[0.08997827 0.91002173]
[0.26519991 0.73480009]
[0.43186814 0.56813186]
[0.11631683 0.88368317]
[0.20491742 0.79508258]
[0.05297915 0.94702085]
[0.16006626 0.83993374]
[0.10781269 0.89218731]
[0.25625679 0.74374321]
[0.50944318 0.49055682]
[0.30830583 0.69169417]
[0.48752852 0.51247148]
[0.04684464 0.95315536]
[0.45899609 0.54100391]
[0.38697097 0.61302903]
[0.16630385 0.83369615]
[0.22334494 0.77665506]
[0.34269679 0.65730321]
[0.41342104 0.58657896]
[0.35673473 0.64326527]
[0.52149508 0.47850492]
[0.40502563 0.59497437]
[0.22350714 0.77649286]
[0.27387101 0.72612899]
[0.15692968 0.84307032]
[0.35630363 0.64369637]
[0.31360347 0.68639653]
[0.148186 0.851814]
[0.14917621 0.85082379]
[0.14171186 0.85828814]
[0.33014785 0.66985215]
[0.14022216 0.85977784]
[0.02986749 0.97013251]
[0.14865976 0.85134024]
[0.17603442 0.82396558]
[0.26615752 0.73384248]
[0.38134114 0.61865886]
[0.21378181 0.78621819]
[0.33426827 0.66573173]
[0.02248489 0.97751511]
[0.40303623 0.59696377]
[0.14251353 0.85748647]
[0.4067036 0.5932964]
[0.19149751 0.80850249]
[0.13660236 0.86339764]
[0.41386243 0.58613757]
[0.2521881 0.7478119]
[0.14026168 0.85973832]
[0.04008495 0.95991505]
[0.10523764 0.89476236]
[0.17883699 0.82116301]
[0.24355693 0.75644307]
[0.05641971 0.94358029]
[0.4902584 0.5097416]
[0.19163033 0.80836967]
[0.52966304 0.47033696]
[0.32541162 0.67458838]
[0.35441474 0.64558526]
[0.30734407 0.69265593]
[0.36807901 0.63192099]
[0.33607282 0.66392718]
[0.19627062 0.80372938]
[0.09413089 0.90586911]
[0.34979776 0.65020224]
[0.19750006 0.80249994]
[0.44631392 0.55368608]
[0.06681835 0.93318165]
[0.3036935 0.6963065]
[0.10567406 0.89432594]
[0.36844745 0.63155255]
[0.23806468 0.76193532]
[0.30747166 0.69252834]
[0.24273748 0.75726252]
[0.32826836 0.67173164]
[0.24078395 0.75921605]
[0.05404518 0.94595482]
[0.15869665 0.84130335]
[0.39563765 0.60436235]
[0.09025189 0.90974811]
[0.03304192 0.96695808]
[0.15752501 0.84247499]
[0.1795025 0.8204975]
[0.18356062 0.81643938]
[0.08322795 0.91677205]
[0.41184618 0.58815382]
[0.37903546 0.62096454]
[0.2525689 0.7474311]
[0.35137096 0.64862904]
[0.20285285 0.79714715]
[0.29468017 0.70531983]
[0.25814045 0.74185955]
[0.374884 0.625116]
[0.37281542 0.62718458]
[0.34309832 0.65690168]
[0.20845027 0.79154973]
[0.45840498 0.54159502]
[0.25089281 0.74910719]
[0.2365251 0.7634749]
[0.28571423 0.71428577]
[0.08146369 0.91853631]
[0.4223441 0.5776559]
[0.36924004 0.63075996]
[0.20329391 0.79670609]
[0.29140018 0.70859982]
[0.38614612 0.61385388]
[0.42821927 0.57178073]
[0.34301806 0.65698194]
[0.31215011 0.68784989]
[0.29114151 0.70885849]
[0.15510105 0.84489895]
[0.08900737 0.91099263]
[0.45705182 0.54294818]
[0.52625678 0.47374322]
[0.42408061 0.57591939]
[0.28855971 0.71144029]
[0.09519939 0.90480061]
[0.3375734 0.6624266]
[0.15925684 0.84074316]
[0.27072178 0.72927822]
[0.1424575 0.8575425]
[0.43008256 0.56991744]
[0.2101225 0.7898775]
[0.49700343 0.50299657]
[0.08327378 0.91672622]
[0.29722721 0.70277279]
[0.10583174 0.89416826]
[0.28392858 0.71607142]
[0.19889401 0.80110599]
[0.09440533 0.90559467]
[0.36656388 0.63343612]
[0.18942677 0.81057323]
[0.26509191 0.73490809]
[0.47804811 0.52195189]
[0.14479026 0.85520974]
[0.19756017 0.80243983]
[0.34614074 0.65385926]
[0.46669891 0.53330109]
[0.21710323 0.78289677]
[0.27867567 0.72132433]
[0.30120977 0.69879023]
[0.35064549 0.64935451]
[0.01087477 0.98912523]
[0.06192948 0.93807052]
[0.31196449 0.68803551]
[0.41682824 0.58317176]
[0.11243084 0.88756916]
[0.34511404 0.65488596]
[0.42391758 0.57608242]
[0.44461942 0.55538058]
[0.38251603 0.61748397]
